Parent Compound	Preferred Name	SMILES	Non-generic Scaffold SMILES	Non-generic Scaffold ID	Generic Scaffold SMILES	Generic Scaffold ID	MESH Indications
CHEMBL35	FUROSEMIDE	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl	c1ccc(NCc2ccco2)cc1	SCAFFA70	C1CCC(CCC2CCCC2)CC1	SCAFFB54	Syndrome
CHEMBL939	GEFITINIB	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	c1ccc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)cc1	SCAFFA71	C1CCC(CCCCC2CCC3CCCC(CC4CCCCC4)C3C2)CC1	SCAFFB55	Neoplasms
CHEMBL1073	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1	O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2cnccn2)cc1	SCAFFA72	C1CCC(CCCCC2CCC(CCCCC3CCCCC3)CC2)CC1	SCAFFB56	Diabetes Mellitus, Type 2
CHEMBL1201247	GOSERELIN	CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O	O=C(CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)NCC(=O)N1CCCC1	SCAFFA73	C(CCCCCC(CCCCCC(CCC(CCC1CCCC1)CC1CCCC1)CC1CCC2CCCCC21)CC1CCCCC1)CCCCC1CCCC1	SCAFFB57	Carcinoma
CHEMBL289469	GRANISETRON	CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2	O=C(NC1CC2CCCC(C1)N2)c1n[nH]c2ccccc12	SCAFFA74	C1CC2CC(C1)CC(CCC1CCC3CCCCC31)C2	SCAFFB58	Postoperative Nausea and Vomiting
CHEMBL862	GUANFACINE	N=C(N)NC(=O)Cc1c(Cl)cccc1Cl	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Hypertension
CHEMBL54	HALOPERIDOL	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1	SCAFFA75	C1CCC(CCCCC2CCC(C3CCCCC3)CC2)CC1	SCAFFB59	Schizophrenia
CHEMBL435	HYDROCHLOROTHIAZIDE	NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O	O=S1(=O)NCNc2ccccc21	SCAFFA76	C1CCC2CCCCC2C1	SCAFFB32	Edema
CHEMBL1763	HYDROFLUMETHIAZIDE	NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O	O=S1(=O)NCNc2ccccc21	SCAFFA76	C1CCC2CCCCC2C1	SCAFFB32	Cardiovascular Diseases
CHEMBL1200848	HYDROXYPROGESTERONE CAPROATE	CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1	SCAFFA77	C1CCC2C(C1)CCC1C3CCCC3CCC21	SCAFFB37	Premature Birth
CHEMBL467	HYDROXYUREA	NC(=O)NO		SCAFFA31		SCAFFB28	Anemia, Sickle Cell
CHEMBL1873475	IBRUTINIB	C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1	c1ccc(Oc2ccc(-c3nn([C@@H]4CCCNC4)c4ncncc34)cc2)cc1	SCAFFA78	C1CCC(CC2CCC(C3CC(C4CCCCC4)C4CCCCC34)CC2)CC1	SCAFFB60	Waldenstrom Macroglobulinemia
CHEMBL521	IBUPROFEN	CC(C)Cc1ccc(C(C)C(=O)O)cc1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Migraine Disorders
CHEMBL941	IMATINIB	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1	SCAFFA79	C1CCC(CC2CCC(CCC3CCCC(CC4CCCC(C5CCCCC5)C4)C3)CC2)CC1	SCAFFB61	Neoplasms
CHEMBL406	INDAPAMIDE	CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	O=C(NN1CCc2ccccc21)c1ccccc1	SCAFFA80	C1CCC(CCC2CCC3CCCCC32)CC1	SCAFFB62	Toxemia
CHEMBL1513	IRBESARTAN	CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	O=C1N(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C=NC12CCCC2	SCAFFA81	C1CCC(C2CCCCC2C2CCC(CC3CCC4(CCCC4)C3)CC2)C1	SCAFFB63	Diabetes Mellitus, Type 2
CHEMBL1201752	IXABEPILONE	C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1	O=C1CCCCCCC2O[C@H]2C[C@@H](C=Cc2cscn2)NC(=O)CCC1	SCAFFA82	C1CCCCCCC2CC2CC(CCC2CCCC2)CCCCC1	SCAFFB64	Breast Neoplasms
CHEMBL571	KETOPROFEN	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	O=C(c1ccccc1)c1ccccc1	SCAFFA83	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Osteoarthritis
CHEMBL469	KETOROLAC	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O	O=C(c1ccccc1)c1ccc2n1CCC2	SCAFFA84	C1CCC(CC2CCC3CCCC32)CC1	SCAFFB65	Cataract
CHEMBL741	LAMOTRIGINE	Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1	c1ccc(-c2cncnn2)cc1	SCAFFA85	C1CCC(C2CCCCC2)CC1	SCAFFB8	Lennox Gastaut Syndrome
CHEMBL480	LANSOPRAZOLE	Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1	c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1	SCAFFA86	C1CCC(CCC2CC3CCCCC3C2)CC1	SCAFFB66	Stomach Ulcer
CHEMBL554	LAPATINIB	CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1	c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1	SCAFFA87	C1CCC(CCC2CCC(CC3CCCC4CCC(C5CCCC5)CC43)CC2)CC1	SCAFFB67	Breast Neoplasms
CHEMBL1444	LETROZOLE	N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1	c1ccc(C(c2ccccc2)n2cncn2)cc1	SCAFFA88	C1CCC(C(C2CCCCC2)C2CCCC2)CC1	SCAFFB68	Breast Neoplasms
CHEMBL1201199	LEUPROLIDE	CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1	O=C(CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)NCC(=O)N1CCCC1	SCAFFA89	C(CCCCCC(CCCCCC(CCC(CCC1CCCC1)CC1CCCC1)CC1CCC2CCCCC21)CC1CCCCC1)CCCCC1CCCC1	SCAFFB57	Prostatic Neoplasms
CHEMBL1201191	LEVOCETIRIZINE	O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1	c1ccc(C(c2ccccc2)N2CCNCC2)cc1	SCAFFA34	C1CCC(C(C2CCCCC2)C2CCCCC2)CC1	SCAFFB31	Hypersensitivity
CHEMBL1624	LEVOTHYROXINE	N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O	c1ccc(Oc2ccccc2)cc1	SCAFFA22	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Congenital Hypothyroidism
CHEMBL79	LIDOCAINE	CCN(CC)CC(=O)Nc1c(C)cccc1C	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Osteoarthritis
CHEMBL3301675	LINACLOTIDE	C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2	O=C1CNC(=O)[C@@H]2CSSC[C@@H]3NC(=O)CCSSC[C@H](NC(=O)[C@H](CSSC[C@@H](C(=O)NCCc4ccccc4)NC(=O)CN1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC3=O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2	SCAFFA90	C1CCCCC(CCCCC2CCCCC2)CCCCC2CCC3CCCCCCCC(CCCCCC(CC4CCCCC4)CC2)CCCCC(CCC1)CCCCCC1CCCC1CCCC3	SCAFFB69	Constipation
CHEMBL4084119	LIRAGLUTIDE	CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O	O=C(CCc1cnc[nH]1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCCc1c[nH]c2ccccc12	SCAFFA91	C(CCCCCCCCCCCCCC(CCCCCCCCCCC1CCC2CCCCC12)CC1CCCCC1)CCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCC1CCCC1)CC1CCCCC1)CC1CCCCC1	SCAFFB70	Diabetes Mellitus, Type 2
CHEMBL1237	LISINOPRIL	NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O	O=C(CNCCCc1ccccc1)N1CCCC1	SCAFFA92	C(CCCC1CCCC1)CCC1CCCCC1	SCAFFB71	Heart Failure
CHEMBL580	LORAZEPAM	O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O	O=C1CN=C(c2ccccc2)c2ccccc2N1	SCAFFA93	C1CCC(C2CCCCC3CCCCC32)CC1	SCAFFB35	Depressive Disorder
CHEMBL191	LOSARTAN	CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3ccnc3)cc2)c1	SCAFFA94	C1CCC(CC2CCC(C3CCCCC3C3CCCC3)CC2)C1	SCAFFB72	Kidney Failure, Chronic
CHEMBL1201134	LUBIPROSTONE	CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1	O=C1C[C@H]2CCCO[C@@H]2C1	SCAFFA95	C1CCC2CCCC2C1	SCAFFB5	Constipation
CHEMBL1201187	MARAVIROC	Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1	O=C(N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](n1cnnc1)C2)c1ccccc1)C1CCCCC1	SCAFFA96	C1CCC(CCC(CCC2C3CCC2CC(C2CCCC2)C3)C2CCCCC2)CC1	SCAFFB73	Autoimmune Diseases
CHEMBL704	MESALAMINE	Nc1ccc(O)c(C(=O)O)c1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Colitis, Ulcerative
CHEMBL1431	METFORMIN	CN(C)C(=N)NC(=N)N		SCAFFA31		SCAFFB28	Diabetes Mellitus, Type 2
CHEMBL34259	METHOTREXATE	CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1	c1ccc(NCc2cnc3ncncc3n2)cc1	SCAFFA97	C1CCC(CCC2CCC3CCCCC3C2)CC1	SCAFFB74	Lung Neoplasms
CHEMBL1186579	METHYLNALTREXONE	C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5	SCAFFA98	C1CC2CC3C(CC4CC4)CCC45C(CCCC34)CC(C1)C25	SCAFFB75	Constipation
CHEMBL796	METHYLPHENIDATE	COC(=O)C(c1ccccc1)C1CCCCN1	c1ccc(CC2CCCCN2)cc1	SCAFFA99	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Narcolepsy
CHEMBL13	METOPROLOL	COCCc1ccc(OCC(O)CNC(C)C)cc1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Angina Pectoris
CHEMBL259209	MILNACIPRAN	CCN(CC)C(=O)C1(c2ccccc2)CC1CN	c1ccc(C2CC2)cc1	SCAFFA100	C1CCC(C2CC2)CC1	SCAFFB76	Depressive Disorder
CHEMBL654	MIRTAZAPINE	CN1CCN2c3ncccc3Cc3ccccc3C2C1	c1ccc2c(c1)Cc1cccnc1N1CCNCC21	SCAFFA101	C1CCC2C(C1)CC1CCCCC1C1CCCCC21	SCAFFB77	Sleep Initiation and Maintenance Disorders
CHEMBL1373	MODAFINIL	NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1	c1ccc(Cc2ccccc2)cc1	SCAFFA102	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Attention Deficit Disorder with Hyperactivity
CHEMBL70	MORPHINE	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5	C1=C[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H](C1)O5	SCAFFA42	C1CC2CC3CCCC45C(CCCC34)CC(C1)C25	SCAFFB36	Drug Overdose
CHEMBL154	NAPROXEN	COc1ccc2cc([C@H](C)C(=O)O)ccc2c1	c1ccc2ccccc2c1	SCAFFA103	C1CCC2CCCCC2C1	SCAFFB32	Osteoarthritis
CHEMBL1484	NICARDIPINE	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1	O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1	SCAFFA104	C(CCCC1CCCCC1C1CCCCC1)CCC1CCCCC1	SCAFFB78	Cardiovascular Diseases
CHEMBL3	NICOTINE	CN1CCC[C@H]1c1cccnc1	c1cncc([C@@H]2CCCN2)c1	SCAFFA105	C1CCC(C2CCCC2)CC1	SCAFFB39	Tobacco Use Disorder
CHEMBL730	NITROGLYCERIN	O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]		SCAFFA31		SCAFFB28	Heart Failure
CHEMBL715	OLANZAPINE	Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1	c1ccc2c(c1)N=C(N1CCNCC1)c1ccsc1N2	SCAFFA106	C1CCC(C2CC3CCCCC3CC3CCCC32)CC1	SCAFFB79	Schizophrenia
CHEMBL46	ONDANSETRON	Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1	SCAFFA107	C1CCC(CC2CCC3CC4CCCCC4C3C2)C1	SCAFFB80	Vomiting
CHEMBL568	OXAZEPAM	O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O	O=C1CN=C(c2ccccc2)c2ccccc2N1	SCAFFA93	C1CCC(C2CCCCC3CCCCC32)CC1	SCAFFB35	Mental Disorders
CHEMBL656	OXYCODONE	COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314	O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5	SCAFFA108	C1CC2CC3CCCC45C(CCCC34)CC(C1)C25	SCAFFB36	Pain, Postoperative
CHEMBL963	OXYMORPHONE	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5	SCAFFA108	C1CC2CC3CCCC45C(CCCC34)CC(C1)C25	SCAFFB36	Pain, Postoperative
CHEMBL1228	OXYPHENBUTAZONE	CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O	O=C1CC(=O)N(c2ccccc2)N1c1ccccc1	SCAFFA109	C1CCC(C2CCCC2C2CCCCC2)CC1	SCAFFB30	Arthralgia
CHEMBL395429	OXYTOCIN	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O	O=C1CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CCSSC[C@@H](C(=O)N2CCCC2)NC(=O)CN1	SCAFFA110	C1CCCCCC(CC2CCCCC2)CCCCCCCC(CC2CCCC2)CCCCC1	SCAFFB81	Uterine Inertia
CHEMBL428647	PACLITAXEL	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O	O=C(C[C@@H](NC(=O)c1ccccc1)c1ccccc1)O[C@@H]1C=C2CC(=O)C3CC[C@H]4OCC4[C@H]3[C@H](OC(=O)c3ccccc3)C(C2)C1	SCAFFA111	C1CCC(CCC(CCCC2CC3CCC4CCC5CCC5C4C(CCC4CCCCC4)C(C2)C3)C2CCCCC2)CC1	SCAFFB82	Breast Neoplasms
CHEMBL1502	PANTOPRAZOLE	COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC	c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1	SCAFFA86	C1CCC(CCC2CC3CCCCC3C2)CC1	SCAFFB66	Peptic Ulcer
CHEMBL477772	PAZOPANIB	Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O	c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1	SCAFFA112	C1CCC(CC2CCCC(CC3CCC4CCCC4C3)C2)CC1	SCAFFB83	Sarcoma
CHEMBL1214124	PERAMPANEL	N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O	O=c1c(-c2ccccc2)cc(-c2ccccn2)cn1-c1ccccc1	SCAFFA113	C1CCC(C2CC(C3CCCCC3)CC(C3CCCCC3)C2)CC1	SCAFFB84	Seizures
CHEMBL1574	PHENTERMINE	CC(C)(N)Cc1ccccc1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Obesity
CHEMBL16	PHENYTOIN	O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1	O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1	SCAFFA114	C1CCC(C2(C3CCCCC3)CCCC2)CC1	SCAFFB85	Seizures
CHEMBL131	PREDNISOLONE	C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO	O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21	SCAFFA115	C1CCC2C(C1)CCC1C3CCCC3CCC21	SCAFFB37	Sarcoidosis
CHEMBL1059	PREGABALIN	CC(C)C[C@H](CN)CC(=O)O		SCAFFA31		SCAFFB28	Seizures
CHEMBL716	QUETIAPINE	OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1	c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2	SCAFFA116	C1CCC(C2CC3CCCCC3CC3CCCCC32)CC1	SCAFFB86	Schizophrenia
CHEMBL1219	RABEPRAZOLE	COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C	c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1	SCAFFA86	C1CCC(CCC2CC3CCCCC3C2)CC1	SCAFFB66	Peptic Ulcer
CHEMBL1218	RAMELTEON	CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3	c1cc2c(c3c1CCC3)CCO2	SCAFFA117	C1CC2CCC3CCCC3C2C1	SCAFFB87	Sleep Initiation and Maintenance Disorders
CHEMBL1790041	RANITIDINE	CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	c1ccoc1	SCAFFA118	C1CCCC1	SCAFFB2	Heartburn
CHEMBL1946170	REGORAFENIB	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1	O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1	SCAFFA119	C1CCC(CCCC2CCC(CC3CCCCC3)CC2)CC1	SCAFFB88	Colorectal Neoplasms
CHEMBL923	RISEDRONIC ACID	O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O	c1ccncc1	SCAFFA120	C1CCCCC1	SCAFFB3	Osteitis Deformans
CHEMBL85	RISPERIDONE	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2	O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2	SCAFFA121	C1CCC2CC(CCC3CCC(C4CCC5CCCCC54)CC3)CCC2C1	SCAFFB89	Schizophrenia
CHEMBL198362	RIVAROXABAN	O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1	O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1cccs1	SCAFFA122	C1CCC(C2CCC(C3CCC(CCCC4CCCC4)C3)CC2)CC1	SCAFFB90	Thrombosis
CHEMBL193240	ROFLUMILAST	O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1	O=C(Nc1ccncc1)c1cccc(OCC2CC2)c1	SCAFFA123	C1CCC(CCC2CCCC(CCC3CC3)C2)CC1	SCAFFB91	Bronchitis, Chronic
CHEMBL1496	ROSUVASTATIN	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O	c1ccc(-c2ccncn2)cc1	SCAFFA124	C1CCC(C2CCCCC2)CC1	SCAFFB8	Hyperlipidemias
CHEMBL1201754	RUFINAMIDE	NC(=O)c1cn(Cc2c(F)cccc2F)nn1	c1ccc(Cn2ccnn2)cc1	SCAFFA125	C1CCC(CC2CCCC2)CC1	SCAFFB10	Lennox Gastaut Syndrome
CHEMBL192	SILDENAFIL	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12	O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cn[nH]c12	SCAFFA126	C1CCC(CC2CCCC(C3CCC4CCCC4C3)C2)CC1	SCAFFB92	Familial Primary Pulmonary Hypertension
CHEMBL24778	SILODOSIN	C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F	c1ccc(OCCNCCc2ccc3c(c2)CCN3)cc1	SCAFFA127	C(CCCC1CCC2CCCC2C1)CCC1CCCCC1	SCAFFB93	Prostatic Hyperplasia
CHEMBL1393	SPIRONOLACTONE	CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12	O=C1C=C2CC[C@@H]3[C@H](CCC4[C@H]3CC[C@@]43CCC(=O)O3)C2CC1	SCAFFA128	C1CCC2C(C1)CCC1C2CCC2C1CCC21CCCC1	SCAFFB94	Fibrosis
CHEMBL535	SUNITINIB	CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C	O=C1Nc2ccccc2/C1=C/c1ccc[nH]1	SCAFFA129	C1CCC(CC2CCC3CCCCC32)C1	SCAFFB95	Gastrointestinal Stromal Tumors
CHEMBL1083659	SUVOREXANT	Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1	O=C(c1ccccc1-n1nccn1)N1CCCN(c2nc3ccccc3o2)CC1	SCAFFA130	C1CC(CC2CCCCC2C2CCCC2)CCC(C2CC3CCCCC3C2)C1	SCAFFB96	Sleep Initiation and Maintenance Disorders
CHEMBL779	TADALAFIL	CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O	O=C1NCC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@H]12	SCAFFA131	C1CC2CCC(C3C4CCCCC4CC4C5CCCCC5CC43)CC2C1	SCAFFB97	Pulmonary Arterial Hypertension
